wn_meoh,abs_meoh,abs10e6_meoh,wn_etoh,abs_etoh,abs10e6_etoh,wn_h2o,abs_h2o,abs10e6_h2o,wn_hdo,abs_hdo,abs10e6_hdo,wn_facid,abs_facid,abs10e6_facid
7191.927837,5.15E-06,5.15253,7191.90958,6.55E-06,6.55371,7191.941619,1.13E-07,0.113435,7191.941619,1.18E-06,1.18426,7181.92911,-3.58E-06,-3.581733
7191.867572,4.76E-06,4.76151,7191.849316,6.28E-06,6.27661,7191.881354,8.49E-08,0.0849426,7191.881354,5.93E-07,0.593071,7181.868845,4.35E-06,4.352296
7191.807307,4.98E-06,4.98491,7191.789051,6.09E-06,6.08501,7191.821089,1.98E-07,0.198147,7191.821089,7.00E-07,0.699614,7181.80858,4.43E-06,4.432292
7191.747042,5.28E-06,5.28197,7191.728787,6.73E-06,6.72961,7191.760824,-2.73E-08,-0.0273184,7191.760824,7.00E-07,0.70023,7181.748315,7.30E-06,7.300333
7191.686778,5.01E-06,5.00941,7191.668522,6.04E-06,6.03798,7191.700559,-1.24E-07,-0.124484,7191.700559,6.86E-07,0.686198,7181.688051,2.27E-06,2.267081
7191.626513,4.55E-06,4.55232,7191.608258,5.83E-06,5.83153,7191.640295,1.12E-07,0.111864,7191.640295,3.64E-07,0.363716,7181.627786,-2.15E-06,-2.153447
7191.566248,4.57E-06,4.56685,7191.547993,5.67E-06,5.66896,7191.58003,-3.72E-08,-0.0371525,7191.58003,8.06E-07,0.806055,7181.567521,-9.87E-06,-9.86866
7191.505984,4.34E-06,4.33963,7191.487729,6.30E-06,6.29958,7191.519765,9.41E-08,0.0940569,7191.519765,8.80E-07,0.879596,7181.507257,2.60E-06,2.60476
7191.445719,4.59E-06,4.59112,7191.427464,6.20E-06,6.20099,7191.4595,-4.92E-08,-0.049217,7191.4595,9.85E-07,0.985344,7181.446992,9.32E-06,9.320139
7191.385454,4.46E-06,4.46486,7191.3672,6.17E-06,6.16622,7191.399235,9.62E-08,0.0961997,7191.399235,4.69E-07,0.468947,7181.386727,-1.16E-06,-1.16362
7191.32519,4.65E-06,4.64749,7191.306935,6.12E-06,6.12437,7191.33897,1.42E-07,0.142094,7191.33897,6.92E-07,0.691727,7181.326462,-1.24E-05,-12.38708
7191.264925,5.25E-06,5.25408,7191.24667,5.89E-06,5.88502,7191.278706,-4.52E-08,-0.0452203,7191.278706,1.05E-06,1.05125,7181.266198,-2.18E-06,-2.177093
7191.20466,5.57E-06,5.57409,7191.186406,6.81E-06,6.81107,7191.218441,5.24E-08,0.0523518,7191.218441,1.47E-06,1.47082,7181.205933,9.99E-07,0.9987456
7191.144396,6.31E-06,6.30655,7191.126141,5.96E-06,5.96178,7191.158176,1.61E-07,0.160601,7191.158176,2.51E-06,2.50757,7181.145668,1.08E-05,10.83357
7191.084131,6.79E-06,6.79424,7191.065877,5.70E-06,5.70082,7191.097911,1.21E-07,0.121255,7191.097911,3.70E-06,3.70357,7181.085403,1.87E-05,18.7374
7191.023866,6.98E-06,6.97792,7191.005612,6.16E-06,6.15707,7191.037646,2.93E-07,0.292997,7191.037646,4.71E-06,4.70823,7181.025139,7.00E-06,6.9995
7190.963601,8.42E-06,8.42176,7190.945348,6.04E-06,6.04312,7190.977382,4.99E-07,0.498667,7190.977382,4.62E-06,4.61557,7180.964874,1.89E-06,1.892899
7190.903337,8.58E-06,8.57904,7190.885083,5.76E-06,5.75845,7190.917117,2.42E-07,0.241523,7190.917117,3.13E-06,3.13266,7180.904609,1.59E-05,15.86774
7190.843072,8.29E-06,8.28656,7190.824819,6.18E-06,6.18319,7190.856852,7.22E-07,0.722405,7190.856852,2.73E-06,2.73228,7180.844345,-2.93E-06,-2.925269
7190.782807,8.95E-06,8.9475,7190.764554,5.89E-06,5.8851,7190.796587,1.13E-06,1.13254,7190.796587,1.81E-06,1.81252,7180.78408,9.85E-06,9.846394
7190.722543,9.37E-06,9.37443,7190.70429,5.72E-06,5.71737,7190.736322,9.66E-07,0.96617,7190.736322,1.11E-06,1.11418,7180.723815,2.85E-06,2.850592
7190.662278,9.49E-06,9.49151,7190.644025,5.60E-06,5.60248,7190.676058,9.49E-07,0.949323,7190.676058,1.12E-06,1.12001,7180.66355,1.16E-05,11.60156
7190.602013,9.40E-06,9.39955,7190.583761,5.98E-06,5.98358,7190.615793,7.81E-07,0.78114,7190.615793,1.21E-06,1.2135,7180.603286,7.14E-06,7.142225
7190.541749,9.81E-06,9.80948,7190.523496,5.73E-06,5.73439,7190.555528,7.57E-07,0.757475,7190.555528,8.69E-07,0.868944,7180.543021,-7.87E-06,-7.870875
7190.481484,1.04E-05,10.4431,7190.463232,5.70E-06,5.69752,7190.495263,5.06E-07,0.505668,7190.495263,8.76E-07,0.875557,7180.482756,8.03E-07,0.8029372
7190.421219,1.21E-05,12.1353,7190.402967,5.78E-06,5.78084,7190.434998,5.68E-07,0.567696,7190.434998,1.87E-06,1.86962,7180.422492,-5.83E-06,-5.831332
7190.360955,0.000012789,12.789,7190.342703,5.13E-06,5.12835,7190.374734,6.48E-07,0.648369,7190.374734,1.81E-06,1.80738,7180.362227,2.88E-06,2.879888
7190.30069,1.37E-05,13.6706,7190.282438,5.37E-06,5.37273,7190.314469,7.40E-07,0.739983,7190.314469,2.65E-06,2.65403,7180.301962,1.97E-07,0.1972475
7190.240425,1.19E-05,11.9105,7190.222173,5.99E-06,5.99414,7190.254204,8.48E-07,0.848441,7190.254204,3.84E-06,3.84149,7180.241697,-1.00E-07,-0.1004575
7190.180161,1.17E-05,11.7459,7190.161909,6.19E-06,6.18838,7190.193939,4.91E-07,0.491445,7190.193939,5.13E-06,5.12594,7180.181433,-6.53E-06,-6.534076
7190.119896,1.07E-05,10.6972,7190.101644,5.53E-06,5.52895,7190.133674,3.53E-07,0.352592,7190.133674,4.69E-06,4.68512,7180.121168,1.19E-05,11.94473
7190.059631,9.35E-06,9.34744,7190.04138,5.37E-06,5.37337,7190.07341,4.14E-07,0.414399,7190.07341,3.43E-06,3.43214,7180.060903,-4.11E-06,-4.105029
7189.999366,8.88E-06,8.87523,7189.981115,6.14E-06,6.13917,7190.013145,2.15E-07,0.214691,7190.013145,2.04E-06,2.04034,7180.000638,2.26E-06,2.262104
7189.939102,8.43E-06,8.42713,7189.920851,6.04E-06,6.04278,7189.95288,3.65E-07,0.365239,7189.95288,1.79E-06,1.78656,7179.940374,7.93E-06,7.93102
7189.878837,8.66E-06,8.66423,7189.860586,6.01E-06,6.00741,7189.892615,2.74E-07,0.27405,7189.892615,1.01E-06,1.01066,7179.880109,4.85E-06,4.846792
7189.818572,8.66E-06,8.65519,7189.800322,5.74E-06,5.73808,7189.83235,1.05E-08,0.0104714,7189.83235,5.83E-07,0.582582,7179.819844,1.09E-05,10.8828
7189.758308,9.71E-06,9.71365,7189.740057,4.97E-06,4.96848,7189.772086,2.00E-07,0.199979,7189.772086,6.26E-07,0.626289,7179.75958,-1.71E-06,-1.712558
7189.698043,9.79E-06,9.79126,7189.679793,5.63E-06,5.62915,7189.711821,4.48E-07,0.447525,7189.711821,4.34E-07,0.434248,7179.699315,7.33E-06,7.326255
7189.637778,1.05E-05,10.4874,7189.619528,5.35E-06,5.3467,7189.651556,5.31E-07,0.530556,7189.651556,-5.42E-08,-0.0542492,7179.63905,9.49E-06,9.492906
7189.577514,9.47E-06,9.4691,7189.559264,5.70E-06,5.69536,7189.591291,7.95E-07,0.795155,7189.591291,2.26E-07,0.225821,7179.578785,1.41E-06,1.410291
7189.517249,9.23E-06,9.23378,7189.498999,5.72E-06,5.71745,7189.531026,9.68E-07,0.96809,7189.531026,3.09E-07,0.30896,7179.518521,3.44E-06,3.436983
7189.456984,9.07E-06,9.06623,7189.438735,5.83E-06,5.82955,7189.470762,1.19E-06,1.18667,7189.470762,-1.72E-07,-0.171954,7179.458256,-1.28E-06,-1.283409
7189.39672,8.71E-06,8.7063,7189.37847,5.20E-06,5.19866,7189.410497,1.61E-06,1.61336,7189.410497,9.90E-08,0.0989948,7179.397991,5.33E-06,5.325667
7189.336455,8.74E-06,8.74319,7189.318206,5.86E-06,5.8621,7189.350232,1.56E-06,1.56028,7189.350232,5.59E-08,0.0559313,7179.337726,1.02E-05,10.20126
7189.27619,8.18E-06,8.18061,7189.257941,5.65E-06,5.64631,7189.289967,1.50E-06,1.50162,7189.289967,-2.21E-07,-0.220682,7179.277462,1.05E-05,10.47839
7189.215925,7.22E-06,7.21591,7189.197676,5.53E-06,5.52621,7189.229702,1.05E-06,1.04788,7189.229702,3.54E-07,0.353962,7179.217197,8.13E-06,8.128448
7189.155661,7.03E-06,7.02912,7189.137412,6.08E-06,6.08423,7189.169438,5.92E-07,0.592399,7189.169438,1.88E-07,0.188115,7179.156932,1.41E-05,14.09335
7189.095396,6.12E-06,6.12294,7189.077147,5.38E-06,5.37634,7189.109173,5.58E-07,0.558462,7189.109173,-1.38E-07,-0.138042,7179.096668,9.28E-07,0.9284857
7189.035131,5.82E-06,5.82476,7189.016883,5.63E-06,5.63423,7189.048908,2.20E-07,0.219568,7189.048908,3.32E-07,0.332024,7179.036403,-1.95E-05,-19.54265
7188.974867,5.87E-06,5.87331,7188.956618,5.76E-06,5.75892,7188.988643,1.67E-07,0.167472,7188.988643,2.14E-07,0.21418,7178.976138,3.90E-06,3.903906
7188.914602,6.17E-06,6.16654,7188.896354,4.99E-06,4.989,7188.928378,1.77E-07,0.176846,7188.928378,1.07E-07,0.107057,7178.915873,5.79E-06,5.787601
7188.854337,5.95E-06,5.94701,7188.836089,5.42E-06,5.42389,7188.868114,2.15E-07,0.215298,7188.868114,1.55E-07,0.154851,7178.855609,1.82E-06,1.817117
7188.794073,6.51E-06,6.51431,7188.775825,5.44E-06,5.43949,7188.807849,2.52E-07,0.251839,7188.807849,-8.79E-08,-0.0878957,7178.795344,-3.46E-06,-3.460058
7188.733808,6.22E-06,6.22372,7188.71556,5.19E-06,5.18514,7188.747584,6.41E-08,0.0641293,7188.747584,3.89E-07,0.389037,7178.735079,7.79E-06,7.788698
7188.673543,6.40E-06,6.39744,7188.655296,5.77E-06,5.76814,7188.687319,-7.89E-09,-0.00788666,7188.687319,5.45E-07,0.545109,7178.674815,9.65E-06,9.648711
7188.613279,6.25E-06,6.25175,7188.595031,6.11E-06,6.10854,7188.627054,1.74E-07,0.173642,7188.627054,1.20E-07,0.119751,7178.61455,-1.64E-06,-1.640822
7188.553014,4.56E-06,4.56319,7188.534767,5.39E-06,5.38777,7188.56679,3.01E-07,0.300996,7188.56679,3.00E-07,0.30018,7178.554285,4.95E-06,4.95145
7188.492749,4.73E-06,4.73248,7188.474502,5.84E-06,5.84077,7188.506525,-6.87E-08,-0.0687267,7188.506525,3.95E-07,0.394516,7178.49402,5.61E-06,5.607262
7188.432485,4.69E-06,4.69094,7188.414238,6.23E-06,6.22622,7188.44626,5.91E-08,0.0590593,7188.44626,3.10E-07,0.309958,7178.433756,-8.67E-06,-8.670006
7188.37222,5.55E-06,5.54681,7188.353973,5.48E-06,5.47879,7188.385995,9.72E-08,0.097211,7188.385995,5.94E-08,0.0594346,7178.373491,4.47E-06,4.468422
7188.311955,5.09E-06,5.09088,7188.293709,5.77E-06,5.77284,7188.32573,1.51E-07,0.151178,7188.32573,3.25E-07,0.325133,7178.313226,-4.21E-06,-4.214849
7188.25169,4.68E-06,4.68417,7188.233444,5.65E-06,5.64745,7188.265465,8.70E-08,0.0869743,7188.265465,-3.05E-08,-0.0304616,7178.252961,4.39E-06,4.386042
7188.191426,4.50E-06,4.50105,7188.173179,5.38E-06,5.37626,7188.205201,1.50E-07,0.150285,7188.205201,-1.55E-07,-0.155202,7178.192697,7.35E-06,7.354344
7188.131161,4.89E-06,4.89093,7188.112915,5.02E-06,5.01901,7188.144936,1.96E-07,0.196094,7188.144936,-2.95E-07,-0.294733,7178.132432,3.75E-07,0.3753449
7188.070896,4.52E-06,4.52046,7188.05265,5.98E-06,5.97773,7188.084671,1.82E-07,0.181952,7188.084671,2.37E-09,0.00236633,7178.072167,5.32E-06,5.316063
7188.010632,4.34E-06,4.34414,7187.992386,5.41E-06,5.40779,7188.024406,1.16E-07,0.116375,7188.024406,1.42E-07,0.142088,7178.011903,-1.54E-06,-1.539569
7187.950367,4.13E-06,4.12819,7187.932121,5.50E-06,5.50215,7187.964141,6.14E-08,0.061427,7187.964141,2.46E-07,0.24619,7177.951638,4.40E-06,4.397445
7187.890102,4.38E-06,4.37866,7187.871857,5.53E-06,5.53213,7187.903877,1.33E-07,0.132812,7187.903877,3.07E-07,0.307193,7177.891373,-1.86E-06,-1.856628
7187.829838,4.34E-06,4.34381,7187.811592,5.61E-06,5.60547,7187.843612,-4.26E-08,-0.0426346,7187.843612,4.39E-07,0.439044,7177.831108,1.47E-05,14.72308
7187.769573,4.20E-06,4.19662,7187.751328,5.24E-06,5.2395,7187.783347,-7.12E-08,-0.0711713,7187.783347,3.68E-07,0.367882,7177.770844,6.11E-06,6.113274
7187.709308,3.98E-06,3.97714,7187.691063,5.55E-06,5.5528,7187.723082,-2.42E-08,-0.0242356,7187.723082,1.66E-07,0.166017,7177.710579,-2.17E-06,-2.173384
7187.649044,4.53E-06,4.52876,7187.630799,5.39E-06,5.38742,7187.662817,-3.45E-08,-0.0345468,7187.662817,2.51E-07,0.250981,7177.650314,9.93E-06,9.933094
7187.588779,5.38E-06,5.37763,7187.570534,5.70E-06,5.69727,7187.602553,-4.00E-09,-0.00400451,7187.602553,2.64E-07,0.263883,7177.59005,8.23E-06,8.226018
7187.528514,5.09E-06,5.09367,7187.51027,5.37E-06,5.36879,7187.542288,1.54E-07,0.153504,7187.542288,-1.11E-07,-0.110539,7177.529785,-2.09E-06,-2.089589
7187.468249,5.09E-06,5.08597,7187.450005,5.40E-06,5.40227,7187.482023,4.90E-09,0.00489605,7187.482023,1.08E-07,0.10821,7177.46952,4.99E-06,4.994527
7187.407985,5.28E-06,5.27694,7187.389741,5.49E-06,5.49022,7187.421758,1.20E-07,0.119936,7187.421758,2.47E-07,0.247143,7177.409255,1.07E-05,10.71641
7187.34772,6.00E-06,5.99995,7187.329476,4.78E-06,4.78264,7187.361493,-6.30E-08,-0.0629751,7187.361493,1.68E-07,0.168432,7177.348991,-5.42E-06,-5.419793
7187.287455,5.29E-06,5.29472,7187.269212,5.40E-06,5.39937,7187.301229,-9.66E-08,-0.0965578,7187.301229,6.80E-07,0.680215,7177.288726,-7.91E-06,-7.905766
7187.227191,5.48E-06,5.47742,7187.208947,5.89E-06,5.88546,7187.240964,1.43E-07,0.143438,7187.240964,9.11E-07,0.910752,7177.228461,3.00E-06,3.004788
7187.166926,5.35E-06,5.34686,7187.148682,5.39E-06,5.39132,7187.180699,-5.97E-08,-0.059691,7187.180699,5.32E-07,0.531566,7177.168196,-1.38E-06,-1.375037
7187.106661,5.33E-06,5.33201,7187.088418,5.33E-06,5.32617,7187.120434,6.91E-08,0.0691141,7187.120434,7.51E-07,0.751009,7177.107932,3.03E-06,3.03426
7187.046397,5.22E-06,5.22375,7187.028153,5.27E-06,5.27119,7187.060169,-5.05E-08,-0.0504979,7187.060169,2.94E-07,0.293923,7177.047667,-2.97E-07,-0.2965073
7186.986132,4.92E-06,4.91848,7186.967889,4.86E-06,4.85671,7186.999905,1.21E-07,0.120596,7186.999905,2.58E-07,0.257716,7176.987402,4.44E-06,4.439122
7186.925867,5.48E-06,5.48499,7186.907624,5.52E-06,5.51729,7186.93964,1.80E-07,0.180483,7186.93964,1.11E-07,0.111162,7176.927138,-1.61E-06,-1.613248
7186.865603,5.13E-06,5.13234,7186.84736,5.71E-06,5.70646,7186.879375,-4.96E-08,-0.0495504,7186.879375,-1.63E-08,-0.0162723,7176.866873,3.10E-06,3.095313
7186.805338,4.45E-06,4.44652,7186.787095,4.96E-06,4.95529,7186.81911,2.01E-07,0.200638,7186.81911,2.25E-07,0.22465,7176.806608,6.73E-06,6.728652
7186.745073,4.31E-06,4.30924,7186.726831,4.44E-06,4.439,7186.758845,-6.75E-09,-0.00675311,7186.758845,2.42E-07,0.241725,7176.746343,-1.18E-06,-1.176431
7186.684809,5.55E-06,5.55049,7186.666566,5.57E-06,5.56659,7186.698581,5.19E-08,0.0519012,7186.698581,3.79E-07,0.379073,7176.686079,-1.51E-05,-15.14248
7186.624544,5.61E-06,5.61184,7186.606302,5.18E-06,5.18156,7186.638316,5.42E-08,0.0541621,7186.638316,-1.18E-07,-0.118153,7176.625814,1.17E-05,11.69762
7186.564279,5.44E-06,5.43771,7186.546037,5.59E-06,5.58583,7186.578051,1.38E-07,0.138173,7186.578051,2.39E-07,0.23867,7176.565549,9.66E-06,9.660234
7186.504014,6.11E-06,6.10896,7186.485773,5.11E-06,5.11108,7186.517786,-8.59E-08,-0.0859261,7186.517786,2.61E-07,0.261494,7176.505284,-7.98E-06,-7.975356
7186.44375,7.26E-06,7.25519,7186.425508,5.67E-06,5.66981,7186.457521,1.27E-07,0.126513,7186.457521,2.62E-07,0.262404,7176.44502,1.06E-05,10.56137
7186.383485,6.83E-06,6.83155,7186.365244,5.43E-06,5.42703,7186.397257,8.92E-09,0.0089158,7186.397257,-4.97E-09,-0.00497284,7176.384755,2.45E-06,2.450535
7186.32322,7.42E-06,7.42315,7186.304979,5.58E-06,5.58407,7186.336992,3.14E-08,0.0314066,7186.336992,2.77E-07,0.276657,7176.32449,8.29E-07,0.8293562
7186.262956,6.91E-06,6.90882,7186.244715,5.64E-06,5.64219,7186.276727,1.77E-07,0.176517,7186.276727,1.47E-07,0.146928,7176.264226,-2.78E-06,-2.780697
7186.202691,6.36E-06,6.36393,7186.18445,5.16E-06,5.15578,7186.216462,-6.40E-08,-0.0640296,7186.216462,-1.46E-07,-0.146184,7176.203961,2.20E-05,22.01526
7186.142426,6.61E-06,6.6123,7186.124185,5.84E-06,5.83589,7186.156197,1.19E-07,0.118972,7186.156197,-1.19E-07,-0.11877,7176.143696,1.35E-05,13.48487
7186.082162,5.90E-06,5.90034,7186.063921,5.32E-06,5.32468,7186.095933,2.01E-08,0.0200826,7186.095933,1.88E-08,0.0188415,7176.083431,3.18E-07,0.3176729
7186.021897,6.23E-06,6.22597,7186.003656,5.60E-06,5.59998,7186.035668,1.88E-07,0.188428,7186.035668,-4.35E-07,-0.434853,7176.023167,-2.22E-06,-2.224158
7185.961632,4.81E-06,4.80892,7185.943392,5.22E-06,5.21587,7185.975403,1.10E-07,0.110278,7185.975403,2.17E-07,0.216818,7175.962902,1.98E-06,1.975497
7185.901368,6.37E-06,6.36621,7185.883127,5.28E-06,5.28462,7185.915138,3.37E-07,0.337396,7185.915138,-1.47E-08,-0.0146859,7175.902637,1.24E-05,12.3757
7185.841103,5.62E-06,5.6157,7185.822863,5.87E-06,5.86776,7185.854873,4.68E-07,0.468241,7185.854873,4.21E-08,0.042092,7175.842373,2.10E-06,2.097301
7185.780838,5.99E-06,5.99212,7185.762598,5.00E-06,4.996,7185.794609,5.59E-07,0.558756,7185.794609,2.81E-07,0.281059,7175.782108,-1.75E-05,-17.52284
7185.720573,5.89E-06,5.88921,7185.702334,5.57E-06,5.56611,7185.734344,6.00E-07,0.600473,7185.734344,3.32E-07,0.332371,7175.721843,-3.47E-06,-3.468609
7185.660309,5.24E-06,5.23905,7185.642069,5.01E-06,5.00626,7185.674079,1.63E-06,1.63009,7185.674079,-1.95E-07,-0.194504,7175.661578,1.69E-05,16.94502
7185.600044,5.94E-06,5.94073,7185.581805,4.82E-06,4.81997,7185.613814,2.99E-06,2.98727,7185.613814,5.93E-10,0.000592864,7175.601314,1.14E-05,11.41619
7185.539779,6.45E-06,6.44526,7185.52154,4.98E-06,4.9758,7185.553549,3.14E-06,3.14049,7185.553549,4.15E-07,0.414628,7175.541049,1.84E-06,1.837001
7185.479515,6.40E-06,6.40406,7185.461276,5.19E-06,5.18969,7185.493284,1.84E-06,1.83796,7185.493284,2.91E-07,0.291487,7175.480784,1.17E-05,11.70535
7185.41925,6.24E-06,6.23836,7185.401011,5.43E-06,5.43186,7185.43302,9.23E-07,0.922699,7185.43302,4.21E-07,0.420708,7175.420519,1.02E-06,1.019296
7185.358985,6.28E-06,6.28033,7185.340747,4.99E-06,4.9905,7185.372755,8.75E-07,0.874706,7185.372755,2.11E-07,0.210943,7175.360255,6.73E-06,6.732942
7185.298721,6.04E-06,6.03612,7185.280482,4.75E-06,4.75342,7185.31249,4.68E-07,0.468197,7185.31249,9.97E-07,0.99653,7175.29999,8.46E-06,8.457647
7185.238456,6.88E-06,6.8832,7185.220218,5.32E-06,5.31841,7185.252225,2.45E-07,0.244688,7185.252225,1.05E-06,1.04749,7175.239725,3.32E-06,3.32436
7185.178191,5.57E-06,5.57044,7185.159953,5.17E-06,5.16633,7185.19196,1.76E-07,0.176114,7185.19196,8.57E-07,0.857125,7175.179461,5.88E-06,5.882815
7185.117927,6.15E-06,6.14678,7185.099688,4.69E-06,4.69132,7185.131696,-3.55E-09,-0.0035482,7185.131696,5.56E-07,0.556378,7175.119196,-3.81E-06,-3.813445
7185.057662,6.79E-06,6.79266,7185.039424,5.39E-06,5.39387,7185.071431,1.55E-07,0.155125,7185.071431,4.40E-07,0.440238,7175.058931,-1.05E-05,-10.51198
7184.997397,6.69E-06,6.6922,7184.979159,4.58E-06,4.57779,7185.011166,3.68E-07,0.368279,7185.011166,2.80E-07,0.280146,,,
7184.937133,6.74E-06,6.74048,7184.918895,5.18E-06,5.18235,7184.950901,-4.60E-08,-0.0460042,7184.950901,5.10E-07,0.510055,,,
7184.876868,6.95E-06,6.95203,7184.85863,4.97E-06,4.96822,7184.890636,1.30E-07,0.130046,7184.890636,3.83E-07,0.383207,,,
7184.816603,6.26E-06,6.26239,7184.798366,5.37E-06,5.36959,7184.830372,1.22E-07,0.121844,7184.830372,2.92E-07,0.291543,,,
7184.756338,6.83E-06,6.8344,7184.738101,5.58E-06,5.57774,7184.770107,1.37E-07,0.137129,7184.770107,2.96E-07,0.295607,,,
7184.696074,7.14E-06,7.13501,7184.677837,5.48E-06,5.47693,7184.709842,5.66E-08,0.0565963,7184.709842,3.21E-07,0.321278,,,
7184.635809,6.03E-06,6.02526,7184.617572,5.02E-06,5.01802,7184.649577,-1.22E-07,-0.12183,7184.649577,1.89E-07,0.189391,,,
7184.575544,6.10E-06,6.10159,7184.557308,5.74E-06,5.73753,7184.589312,-1.74E-08,-0.017402,7184.589312,3.34E-07,0.334456,,,
7184.51528,6.09E-06,6.09477,7184.497043,5.04E-06,5.03892,7184.529048,7.77E-08,0.0776806,7184.529048,2.24E-07,0.224257,,,
7184.455015,5.29E-06,5.28765,7184.436779,4.58E-06,4.58239,7184.468783,1.56E-07,0.156186,7184.468783,4.84E-07,0.483903,,,
7184.39475,4.64E-06,4.63735,7184.376514,5.55E-06,5.55068,7184.408518,1.81E-07,0.181072,7184.408518,-1.58E-07,-0.157964,,,
7184.334486,4.56E-06,4.56395,7184.31625,5.30E-06,5.29666,7184.348253,2.45E-07,0.245449,7184.348253,1.57E-07,0.156939,,,
7184.274221,4.59E-06,4.5893,7184.255985,4.98E-06,4.9841,7184.287988,1.62E-07,0.161749,7184.287988,-9.94E-08,-0.099425,,,
7184.213956,4.76E-06,4.75627,7184.195721,4.86E-06,4.86446,7184.227724,2.54E-07,0.254129,7184.227724,5.78E-08,0.0578236,,,
7184.153692,5.01E-06,5.0143,7184.135456,4.43E-06,4.4319,7184.167459,2.30E-07,0.229793,7184.167459,6.53E-07,0.652535,,,
7184.093427,4.56E-06,4.56447,7184.075191,4.98E-06,4.97891,7184.107194,2.18E-07,0.217838,7184.107194,1.02E-06,1.0214,,,
7184.033162,4.98E-06,4.98029,7184.014927,5.58E-06,5.57685,7184.046929,2.12E-07,0.212033,7184.046929,1.64E-06,1.64473,,,
7183.972897,4.70E-06,4.69863,7183.954662,5.06E-06,5.05809,7183.986664,2.33E-07,0.232839,7183.986664,2.30E-06,2.29607,,,
7183.912633,5.27E-06,5.27463,7183.894398,5.13E-06,5.12541,7183.9264,3.96E-07,0.395588,7183.9264,2.93E-06,2.93119,,,
7183.852368,5.04E-06,5.03553,7183.834133,4.84E-06,4.83606,7183.866135,3.18E-07,0.318298,7183.866135,2.20E-06,2.19963,,,
7183.792103,5.31E-06,5.31214,7183.773869,4.96E-06,4.9573,7183.80587,3.31E-07,0.330802,7183.80587,1.29E-06,1.28745,,,
7183.731839,4.84E-06,4.84004,7183.713604,5.37E-06,5.3691,7183.745605,6.03E-07,0.603112,7183.745605,1.03E-06,1.02935,,,
7183.671574,5.08E-06,5.07765,7183.65334,5.21E-06,5.20853,7183.68534,5.06E-07,0.505899,7183.68534,8.69E-07,0.869252,,,
7183.611309,5.79E-06,5.78674,7183.593075,4.73E-06,4.72642,7183.625076,6.39E-07,0.638846,7183.625076,4.59E-07,0.458568,,,
7183.551045,4.14E-06,4.14105,7183.532811,4.64E-06,4.64213,7183.564811,7.80E-07,0.779969,7183.564811,3.75E-07,0.375393,,,
7183.49078,5.15E-06,5.14899,7183.472546,5.20E-06,5.20013,7183.504546,9.41E-07,0.941252,7183.504546,3.33E-07,0.333229,,,
7183.430515,4.64E-06,4.63856,7183.412282,5.19E-06,5.18657,7183.444281,9.73E-07,0.973261,7183.444281,-1.04E-07,-0.103525,,,
7183.370251,5.11E-06,5.10976,7183.352017,5.40E-06,5.39546,7183.384016,1.20E-06,1.19558,7183.384016,-2.55E-07,-0.254684,,,
7183.309986,6.24E-06,6.24191,7183.291753,5.90E-06,5.89866,7183.323752,1.46E-06,1.457,7183.323752,2.57E-07,0.25658,,,
7183.249721,6.25E-06,6.24982,7183.231488,5.59E-06,5.58585,7183.263487,1.63E-06,1.62679,7183.263487,-1.11E-07,-0.110753,,,
7183.189457,6.47E-06,6.46811,7183.171224,5.66E-06,5.65925,7183.203222,2.67E-06,2.66665,7183.203222,1.63E-07,0.162641,,,
7183.129192,7.10E-06,7.09571,7183.110959,5.06E-06,5.05569,7183.142957,3.59E-06,3.5942,7183.142957,1.75E-07,0.175466,,,
7183.068927,6.39E-06,6.39016,7183.050694,5.77E-06,5.77025,7183.082692,5.54E-06,5.53829,7183.082692,-1.53E-07,-0.153391,,,
7183.008662,6.66E-06,6.65844,7182.99043,5.93E-06,5.92602,7183.022428,8.28E-06,8.28495,7183.022428,-2.65E-07,-0.264929,,,
7182.948398,5.97E-06,5.96592,7182.930165,5.52E-06,5.52156,7182.962163,1.02E-05,10.1786,7182.962163,1.82E-07,0.181822,,,
7182.888133,6.55E-06,6.54588,7182.869901,5.40E-06,5.40298,7182.901898,9.42E-06,9.41925,7182.901898,2.48E-07,0.248191,,,
7182.827868,5.49E-06,5.49041,7182.809636,5.61E-06,5.60679,7182.841633,7.19E-06,7.18951,7182.841633,4.75E-07,0.47455,,,
7182.767604,4.14E-06,4.13715,7182.749372,5.63E-06,5.63299,7182.781368,5.28E-06,5.27504,7182.781368,-4.55E-08,-0.0455217,,,
7182.707339,5.09E-06,5.0931,7182.689107,5.70E-06,5.70214,7182.721103,3.48E-06,3.48184,7182.721103,4.66E-09,0.00465964,,,
7182.647074,5.21E-06,5.20556,7182.628843,5.72E-06,5.71797,7182.660839,2.48E-06,2.48165,7182.660839,-5.35E-08,-0.0534833,,,
7182.58681,6.37E-06,6.37287,7182.568578,6.02E-06,6.01738,7182.600574,2.07E-06,2.06754,7182.600574,1.88E-07,0.188284,,,
7182.526545,6.40E-06,6.39542,7182.508314,5.32E-06,5.32469,7182.540309,1.79E-06,1.78979,7182.540309,2.55E-08,0.0254567,,,
7182.46628,6.63E-06,6.63123,7182.448049,5.66E-06,5.6551,7182.480044,1.82E-06,1.81512,7182.480044,6.80E-08,0.0679857,,,
7182.406016,6.30E-06,6.30383,7182.387785,5.67E-06,5.67438,7182.419779,2.20E-06,2.19595,7182.419779,4.29E-07,0.428999,,,
