wn_meoh,abs_meoh,abs10e6_meoh,wn_etoh,abs_etoh,abs10e6_etoh,wn_h2o,abs_h2o,abs10e6_h2o,wn_hdo,abs_hdo,abs10e6_hdo,wn_facid,abs_facid,abs10e6_facid
7201.027805,4.52E-06,4.52166,7201.009524,4.20E-06,4.20199,7201.041604,3.90E-07,0.389924,7201.041604,3.21E-07,0.32058,7191.029083,-1.17E-05,-11.74161
7200.96754,3.97E-06,3.96685,7200.94926,3.86E-06,3.85507,7200.981339,7.40E-08,0.0740291,7200.981339,1.90E-07,0.190383,7190.968818,4.36E-06,4.357787
7200.907275,3.64E-06,3.6363,7200.888995,4.28E-06,4.27703,7200.921074,1.15E-07,0.115356,7200.921074,1.16E-07,0.116187,7190.908553,-2.37E-06,-2.373302
7200.847011,3.71E-06,3.70948,7200.828731,3.91E-06,3.90563,7200.86081,2.76E-07,0.276143,7200.86081,4.30E-07,0.430384,7190.848289,7.60E-06,7.602133
7200.786746,3.26E-06,3.26314,7200.768466,4.38E-06,4.38087,7200.800545,1.51E-07,0.150805,7200.800545,5.16E-07,0.516319,7190.788024,-2.61E-06,-2.610364
7200.726481,4.49E-06,4.48582,7200.708202,4.40E-06,4.40479,7200.74028,1.25E-07,0.125348,7200.74028,2.71E-08,0.0270737,7190.727759,1.19E-05,11.91067
7200.666217,4.42E-06,4.42417,7200.647937,4.74E-06,4.73996,7200.680015,1.50E-08,0.015005,7200.680015,4.78E-07,0.477785,7190.667495,4.29E-06,4.291743
7200.605952,3.66E-06,3.66256,7200.587673,4.55E-06,4.54766,7200.61975,4.08E-07,0.408098,7200.61975,4.54E-07,0.453903,7190.60723,4.92E-07,0.4916698
7200.545687,3.82E-06,3.82063,7200.527408,4.29E-06,4.2866,7200.559486,2.61E-07,0.260705,7200.559486,6.79E-07,0.678826,7190.546965,8.59E-06,8.590318
7200.485422,3.14E-06,3.1384,7200.467144,4.08E-06,4.08332,7200.499221,2.34E-07,0.233642,7200.499221,4.88E-07,0.487515,7190.4867,8.02E-06,8.016996
7200.425158,3.51E-06,3.51244,7200.406879,4.01E-06,4.00936,7200.438956,4.28E-08,0.0427877,7200.438956,1.38E-06,1.37682,7190.426436,1.26E-05,12.57733
7200.364893,3.15E-06,3.14802,7200.346614,4.36E-06,4.35538,7200.378691,1.82E-07,0.182205,7200.378691,1.95E-06,1.95248,7190.366171,4.19E-06,4.186206
7200.304628,3.24E-06,3.24221,7200.28635,4.54E-06,4.54177,7200.318426,2.71E-07,0.27125,7200.318426,3.05E-06,3.05323,7190.305906,2.81E-06,2.813381
7200.244364,3.16E-06,3.15848,7200.226085,4.14E-06,4.13599,7200.258162,1.44E-07,0.144092,7200.258162,2.94E-06,2.93589,7190.245641,-1.51E-05,-15.07208
7200.184099,3.50E-06,3.50483,7200.165821,4.40E-06,4.39695,7200.197897,-1.23E-07,-0.123182,7200.197897,2.42E-06,2.42026,7190.185377,9.90E-06,9.901429
7200.123834,3.18E-06,3.18234,7200.105556,4.38E-06,4.37796,7200.137632,8.89E-08,0.088866,7200.137632,1.76E-06,1.75896,7190.125112,1.25E-06,1.250905
7200.06357,2.65E-06,2.65318,7200.045292,4.27E-06,4.26753,7200.077367,2.69E-07,0.268857,7200.077367,8.38E-07,0.838346,7190.064847,-7.61E-06,-7.607221
7200.003305,3.11E-06,3.10582,7199.985027,4.27E-06,4.27331,7200.017102,6.38E-08,0.0638,7200.017102,1.16E-06,1.15782,7190.004583,-7.52E-06,-7.522098
7199.94304,3.16E-06,3.16109,7199.924763,4.68E-06,4.68279,7199.956837,1.69E-07,0.168907,7199.956837,5.67E-07,0.566729,7189.944318,2.58E-07,0.2583034
7199.882776,3.58E-06,3.57801,7199.864498,4.65E-06,4.64841,7199.896573,1.86E-07,0.185775,7199.896573,5.92E-07,0.592468,7189.884053,6.85E-07,0.6850455
7199.822511,3.31E-06,3.30648,7199.804234,4.35E-06,4.34574,7199.836308,2.60E-07,0.260027,7199.836308,3.54E-07,0.354433,7189.823788,6.66E-06,6.656584
7199.762246,2.61E-06,2.60833,7199.743969,4.30E-06,4.30381,7199.776043,3.04E-07,0.303545,7199.776043,4.89E-07,0.48926,7189.763524,7.97E-07,0.7967942
7199.701982,3.31E-06,3.31194,7199.683705,4.31E-06,4.30601,7199.715778,4.22E-07,0.421564,7199.715778,4.42E-07,0.442179,7189.703259,-8.73E-06,-8.731225
7199.641717,3.24E-06,3.24409,7199.62344,4.45E-06,4.4505,7199.655513,4.05E-07,0.405399,7199.655513,8.75E-07,0.874919,7189.642994,4.23E-06,4.231591
7199.581452,2.54E-06,2.53623,7199.563176,4.34E-06,4.34293,7199.595249,7.01E-07,0.700661,7199.595249,1.21E-06,1.20832,7189.58273,1.47E-05,14.73199
7199.521187,2.54E-06,2.53642,7199.502911,4.20E-06,4.20274,7199.534984,1.09E-06,1.09358,7199.534984,1.42E-06,1.42241,7189.522465,1.24E-06,1.237078
7199.460923,3.34E-06,3.34107,7199.442647,4.49E-06,4.48717,7199.474719,1.90E-06,1.89988,7199.474719,1.69E-06,1.69261,7189.4622,1.02E-06,1.023901
7199.400658,4.08E-06,4.07865,7199.382382,4.35E-06,4.3544,7199.414454,3.33E-06,3.33075,7199.414454,8.78E-07,0.877849,7189.401935,-2.17E-06,-2.168283
7199.340393,3.16E-06,3.16009,7199.322117,4.77E-06,4.76971,7199.354189,4.22E-06,4.22214,7199.354189,4.04E-07,0.404053,7189.341671,7.88E-06,7.87528
7199.280129,4.43E-06,4.42831,7199.261853,4.82E-06,4.81747,7199.293925,3.46E-06,3.46186,7199.293925,7.34E-07,0.734357,7189.281406,8.30E-06,8.304375
7199.219864,3.77E-06,3.77029,7199.201588,4.64E-06,4.63787,7199.23366,2.12E-06,2.1204,7199.23366,5.36E-07,0.535603,7189.221141,4.86E-06,4.864408
7199.159599,3.94E-06,3.94364,7199.141324,4.59E-06,4.59438,7199.173395,1.16E-06,1.16129,7199.173395,3.09E-07,0.309117,7189.160876,2.03E-05,20.25681
7199.099335,4.12E-06,4.11549,7199.081059,3.91E-06,3.91494,7199.11313,7.31E-07,0.731279,7199.11313,2.15E-07,0.215293,7189.100612,3.83E-06,3.834618
7199.03907,3.84E-06,3.84011,7199.020795,4.67E-06,4.66872,7199.052865,4.97E-07,0.496998,7199.052865,-7.28E-08,-0.0727947,7189.040347,3.61E-06,3.606358
7198.978805,4.08E-06,4.08484,7198.96053,4.36E-06,4.3637,7198.992601,5.06E-07,0.505791,7198.992601,-2.72E-07,-0.271601,7188.980082,1.72E-07,0.1721251
7198.918541,3.02E-06,3.0202,7198.900266,4.53E-06,4.53472,7198.932336,2.82E-07,0.282424,7198.932336,2.96E-07,0.295982,7188.919818,2.57E-06,2.565693
7198.858276,3.65E-06,3.65468,7198.840001,4.49E-06,4.49255,7198.872071,1.36E-07,0.136044,7198.872071,4.90E-07,0.490162,7188.859553,1.48E-05,14.82855
7198.798011,3.35E-06,3.3501,7198.779737,4.65E-06,4.65263,7198.811806,1.40E-07,0.139501,7198.811806,2.10E-07,0.21027,7188.799288,6.52E-06,6.521909
7198.737746,2.75E-06,2.74838,7198.719472,5.01E-06,5.00989,7198.751541,9.78E-08,0.0978109,7198.751541,8.52E-07,0.851605,7188.739023,-5.82E-06,-5.818061
7198.677482,3.16E-06,3.16178,7198.659208,5.37E-06,5.36954,7198.691277,4.51E-08,0.0451457,7198.691277,1.19E-06,1.19442,7188.678759,4.82E-06,4.820976
7198.617217,3.46E-06,3.46494,7198.598943,4.98E-06,4.97809,7198.631012,2.89E-08,0.0289026,7198.631012,9.25E-07,0.924542,7188.618494,-1.28E-05,-12.81594
7198.556952,4.03E-06,4.03305,7198.538679,4.47E-06,4.46506,7198.570747,2.11E-07,0.210805,7198.570747,8.25E-07,0.824597,7188.558229,-1.40E-06,-1.399839
7198.496688,3.50E-06,3.5029,7198.478414,4.36E-06,4.3578,7198.510482,4.22E-08,0.0422456,7198.510482,8.30E-07,0.829615,7188.497964,3.35E-06,3.35104
7198.436423,3.86E-06,3.85545,7198.41815,5.02E-06,5.0235,7198.450217,-4.19E-08,-0.041947,7198.450217,7.16E-07,0.715501,7188.4377,-3.05E-07,-0.3049045
7198.376158,3.30E-06,3.29644,7198.357885,4.53E-06,4.53018,7198.389953,-1.22E-07,-0.122326,7198.389953,7.05E-07,0.704854,7188.377435,5.81E-06,5.810708
7198.315894,3.36E-06,3.35632,7198.29762,4.18E-06,4.18386,7198.329688,-6.76E-08,-0.0675987,7198.329688,1.84E-07,0.184403,7188.31717,-5.79E-06,-5.785554
7198.255629,4.40E-06,4.39542,7198.237356,4.89E-06,4.88539,7198.269423,3.40E-08,0.0339581,7198.269423,1.35E-07,0.135095,7188.256906,1.63E-05,16.25892
7198.195364,2.95E-06,2.95118,7198.177091,4.71E-06,4.70987,7198.209158,2.01E-07,0.200916,7198.209158,1.01E-06,1.00673,7188.196641,3.73E-06,3.733807
7198.1351,3.94E-06,3.94239,7198.116827,4.51E-06,4.5126,7198.148893,1.67E-07,0.167145,7198.148893,1.28E-06,1.28439,7188.136376,2.05E-06,2.051924
7198.074835,4.22E-06,4.224,7198.056562,4.44E-06,4.43691,7198.088629,2.99E-07,0.299072,7198.088629,1.57E-06,1.56988,7188.076111,1.66E-05,16.62291
7198.01457,3.66E-06,3.6601,7197.996298,4.83E-06,4.83386,7198.028364,2.38E-07,0.237557,7198.028364,2.80E-06,2.80198,7188.015847,-1.20E-05,-12.04888
7197.954306,4.06E-06,4.05855,7197.936033,4.69E-06,4.69184,7197.968099,-5.96E-08,-0.059585,7197.968099,4.45E-06,4.44513,7187.955582,-2.34E-06,-2.342567
7197.894041,4.16E-06,4.16395,7197.875769,4.82E-06,4.81924,7197.907834,1.24E-07,0.123995,7197.907834,4.37E-06,4.37214,7187.895317,-3.46E-06,-3.463056
7197.833776,4.55E-06,4.55003,7197.815504,4.81E-06,4.80906,7197.847569,3.05E-08,0.0305042,7197.847569,3.54E-06,3.53609,7187.835053,6.49E-06,6.491532
7197.773511,4.68E-06,4.67625,7197.75524,5.19E-06,5.19115,7197.787305,-1.70E-07,-0.169933,7197.787305,2.78E-06,2.78177,7187.774788,4.98E-06,4.976664
7197.713247,4.79E-06,4.79004,7197.694975,4.54E-06,4.54437,7197.72704,-1.85E-08,-0.0185247,7197.72704,1.98E-06,1.97583,7187.714523,-6.23E-06,-6.229401
7197.652982,5.17E-06,5.16939,7197.634711,4.71E-06,4.7053,7197.666775,-8.63E-08,-0.086329,7197.666775,1.80E-06,1.79847,7187.654258,-1.39E-05,-13.88713
7197.592717,5.52E-06,5.51691,7197.574446,5.15E-06,5.14971,7197.60651,-1.48E-07,-0.148263,7197.60651,1.31E-06,1.31419,7187.593994,-7.07E-07,-0.7073674
7197.532453,6.03E-06,6.02978,7197.514182,5.00E-06,4.99943,7197.546245,1.39E-07,0.138757,7197.546245,9.02E-07,0.90229,7187.533729,-8.21E-07,-0.8209168
7197.472188,5.74E-06,5.74344,7197.453917,4.64E-06,4.64271,7197.485981,1.25E-07,0.125496,7197.485981,5.95E-07,0.594689,7187.473464,-5.20E-06,-5.197112
7197.411923,6.16E-06,6.16417,7197.393653,4.32E-06,4.32333,7197.425716,-1.13E-07,-0.113172,7197.425716,1.31E-06,1.30886,7187.413199,4.38E-06,4.383044
7197.351659,5.74E-06,5.74016,7197.333388,4.87E-06,4.87098,7197.365451,-5.69E-08,-0.056853,7197.365451,1.91E-06,1.91402,7187.352935,6.07E-06,6.065192
7197.291394,5.62E-06,5.62168,7197.273123,5.36E-06,5.35722,7197.305186,2.71E-08,0.0271383,7197.305186,2.05E-06,2.05293,7187.29267,-2.00E-06,-1.999706
7197.231129,5.10E-06,5.09916,7197.212859,4.59E-06,4.58671,7197.244921,2.55E-08,0.0254905,7197.244921,2.19E-06,2.18645,7187.232405,2.88E-07,0.2878795
7197.170865,5.06E-06,5.06133,7197.152594,4.90E-06,4.89743,7197.184656,-3.59E-08,-0.0359367,7197.184656,2.15E-06,2.15459,7187.172141,8.43E-06,8.434305
7197.1106,4.65E-06,4.65322,7197.09233,5.56E-06,5.56013,7197.124392,7.97E-08,0.0796916,7197.124392,1.75E-06,1.75299,7187.111876,1.01E-05,10.12679
7197.050335,3.92E-06,3.91546,7197.032065,4.72E-06,4.71985,7197.064127,1.58E-07,0.158016,7197.064127,1.69E-06,1.68817,7187.051611,9.93E-06,9.931285
7196.99007,4.30E-06,4.30075,7196.971801,5.26E-06,5.26178,7197.003862,2.20E-08,0.021954,7197.003862,1.50E-06,1.49749,7186.991346,6.09E-06,6.09331
7196.929806,3.83E-06,3.83319,7196.911536,5.60E-06,5.60413,7196.943597,3.60E-08,0.0360429,7196.943597,1.20E-06,1.19882,7186.931082,-2.63E-06,-2.628528
7196.869541,3.85E-06,3.85383,7196.851272,4.84E-06,4.83562,7196.883332,1.45E-07,0.144932,7196.883332,8.95E-07,0.894662,7186.870817,-1.45E-05,-14.45651
7196.809276,3.52E-06,3.52197,7196.791007,5.11E-06,5.10776,7196.823068,5.01E-08,0.0501146,7196.823068,5.63E-07,0.562638,7186.810552,1.72E-05,17.2402
7196.749012,3.05E-06,3.05047,7196.730743,4.78E-06,4.77686,7196.762803,1.96E-07,0.196253,7196.762803,6.91E-07,0.691182,7186.750288,2.70E-06,2.697916
7196.688747,3.21E-06,3.20995,7196.670478,4.74E-06,4.73928,7196.702538,2.65E-07,0.265485,7196.702538,1.88E-07,0.18776,7186.690023,1.05E-05,10.47365
7196.628482,3.10E-06,3.098,7196.610214,5.34E-06,5.33717,7196.642273,1.45E-07,0.145132,7196.642273,4.73E-07,0.472512,7186.629758,-5.74E-06,-5.738808
7196.568218,3.03E-06,3.03364,7196.549949,4.63E-06,4.62966,7196.582008,1.65E-07,0.165104,7196.582008,8.09E-07,0.808648,7186.569493,8.69E-06,8.692075
7196.507953,4.08E-06,4.07546,7196.489685,5.24E-06,5.24435,7196.521744,-2.33E-08,-0.0233125,7196.521744,2.58E-07,0.257745,7186.509229,-4.00E-06,-4.002181
7196.447688,2.88E-06,2.88347,7196.42942,5.24E-06,5.24469,7196.461479,2.72E-07,0.271527,7196.461479,2.97E-07,0.29669,7186.448964,8.46E-06,8.458102
7196.387424,3.60E-06,3.60092,7196.369156,5.01E-06,5.00574,7196.401214,7.97E-08,0.0797129,7196.401214,5.70E-07,0.57039,7186.388699,-9.54E-07,-0.9544638
7196.327159,4.13E-06,4.13487,7196.308891,4.96E-06,4.9618,7196.340949,-2.31E-08,-0.0230856,7196.340949,4.40E-07,0.440045,7186.328434,-1.28E-05,-12.83091
7196.266894,4.27E-06,4.26972,7196.248626,4.68E-06,4.67937,7196.280684,7.14E-08,0.0714132,7196.280684,4.41E-07,0.441113,7186.26817,1.22E-05,12.2049
7196.206629,4.90E-06,4.9034,7196.188362,5.84E-06,5.84096,7196.22042,-9.73E-08,-0.0973035,7196.22042,4.56E-07,0.45582,7186.207905,2.71E-07,0.2714731
7196.146365,5.01E-06,5.01026,7196.128097,5.48E-06,5.48062,7196.160155,-1.80E-07,-0.179883,7196.160155,8.90E-07,0.889996,7186.14764,7.40E-06,7.396961
7196.0861,6.24E-06,6.24026,7196.067833,5.13E-06,5.12808,7196.09989,1.53E-08,0.0153173,7196.09989,6.83E-07,0.682619,7186.087376,6.87E-06,6.871904
7196.025835,5.33E-06,5.32531,7196.007568,5.78E-06,5.78224,7196.039625,1.60E-07,0.159597,7196.039625,7.75E-07,0.775463,7186.027111,1.27E-06,1.265534
7195.965571,5.00E-06,4.99829,7195.947304,5.39E-06,5.39015,7195.97936,-6.03E-08,-0.0602811,7195.97936,1.42E-06,1.41555,7185.966846,7.20E-06,7.197373
7195.905306,5.93E-06,5.93258,7195.887039,5.31E-06,5.31109,7195.919096,6.60E-08,0.0659952,7195.919096,1.46E-06,1.45653,7185.906581,1.10E-05,10.97239
7195.845041,5.08E-06,5.07885,7195.826775,5.07E-06,5.06927,7195.858831,2.27E-07,0.227296,7195.858831,2.51E-06,2.50637,7185.846317,4.03E-06,4.032529
7195.784777,4.86E-06,4.86151,7195.76651,4.96E-06,4.95904,7195.798566,1.95E-07,0.195197,7195.798566,2.60E-06,2.60003,7185.786052,-6.51E-06,-6.511059
7195.724512,3.98E-06,3.97816,7195.706246,5.40E-06,5.39779,7195.738301,7.98E-08,0.0797937,7195.738301,4.22E-06,4.22475,7185.725787,1.15E-05,11.45398
7195.664247,3.97E-06,3.96785,7195.645981,5.76E-06,5.76074,7195.678036,1.77E-07,0.176935,7195.678036,4.37E-06,4.36601,7185.665522,1.43E-05,14.26293
7195.603983,4.04E-06,4.04048,7195.585717,5.74E-06,5.73524,7195.617772,2.62E-07,0.26205,7195.617772,3.89E-06,3.88863,7185.605258,-1.07E-06,-1.072644
7195.543718,3.53E-06,3.53114,7195.525452,5.62E-06,5.62172,7195.557507,3.75E-07,0.375239,7195.557507,3.69E-06,3.69192,7185.544993,1.95E-05,19.47099
7195.483453,4.33E-06,4.32857,7195.465188,5.04E-06,5.04052,7195.497242,3.87E-07,0.386601,7195.497242,1.72E-06,1.71725,7185.484728,-7.95E-06,-7.950591
7195.423189,4.58E-06,4.57704,7195.404923,5.02E-06,5.02302,7195.436977,4.85E-07,0.484741,7195.436977,1.63E-06,1.62738,7185.424464,-1.13E-05,-11.29933
7195.362924,4.16E-06,4.15625,7195.344659,4.90E-06,4.90049,7195.376712,6.38E-07,0.637716,7195.376712,1.11E-06,1.11322,7185.364199,-6.03E-06,-6.027634
7195.302659,4.43E-06,4.43095,7195.284394,5.10E-06,5.09692,7195.316448,5.51E-07,0.55136,7195.316448,8.63E-07,0.863108,7185.303934,6.24E-06,6.240362
7195.242394,4.85E-06,4.84999,7195.224129,5.67E-06,5.66577,7195.256183,6.51E-07,0.651279,7195.256183,3.92E-07,0.392298,7185.243669,-3.89E-06,-3.890577
7195.18213,3.90E-06,3.90158,7195.163865,5.24E-06,5.23718,7195.195918,9.57E-07,0.956551,7195.195918,6.37E-07,0.636624,7185.183405,3.99E-06,3.986688
7195.121865,4.17E-06,4.16656,7195.1036,5.59E-06,5.59025,7195.135653,1.33E-06,1.33183,7195.135653,1.61E-07,0.161015,7185.12314,-4.70E-06,-4.696502
7195.0616,4.20E-06,4.19866,7195.043336,5.18E-06,5.17631,7195.075388,1.64E-06,1.63552,7195.075388,1.43E-07,0.14322,7185.062875,-2.68E-06,-2.683006
7195.001336,3.52E-06,3.52375,7194.983071,5.73E-06,5.7328,7195.015124,2.28E-06,2.28375,7195.015124,6.21E-07,0.620581,7185.002611,-4.12E-06,-4.121583
7194.941071,3.53E-06,3.52628,7194.922807,5.64E-06,5.63721,7194.954859,3.73E-06,3.73142,7194.954859,1.14E-07,0.114268,7184.942346,2.87E-06,2.865664
7194.880806,4.31E-06,4.31052,7194.862542,5.37E-06,5.37391,7194.894594,5.57E-06,5.56919,7194.894594,2.02E-07,0.201897,7184.882081,-1.11E-05,-11.07571
7194.820542,3.98E-06,3.97943,7194.802278,5.43E-06,5.42784,7194.834329,7.13E-06,7.13289,7194.834329,4.11E-07,0.410938,7184.821816,6.15E-06,6.148269
7194.760277,5.23E-06,5.22936,7194.742013,5.74E-06,5.73662,7194.774064,7.60E-06,7.60138,7194.774064,4.31E-07,0.43054,7184.761552,1.11E-05,11.08859
7194.700012,5.79E-06,5.7897,7194.681749,6.18E-06,6.17819,7194.7138,6.16E-06,6.15691,7194.7138,4.59E-07,0.459298,7184.701287,-8.28E-06,-8.275662
7194.639748,6.42E-06,6.4163,7194.621484,5.09E-06,5.09348,7194.653535,4.13E-06,4.13449,7194.653535,7.66E-07,0.766108,7184.641022,4.29E-06,4.291862
7194.579483,8.76E-06,8.76188,7194.56122,5.44E-06,5.44115,7194.59327,3.01E-06,3.00565,7194.59327,8.39E-07,0.839019,7184.580757,6.57E-06,6.566354
7194.519218,1.15E-05,11.4754,7194.500955,5.10E-06,5.09738,7194.533005,2.05E-06,2.05124,7194.533005,2.14E-06,2.14247,7184.520493,2.72E-06,2.717674
7194.458953,1.17E-05,11.7003,7194.440691,5.52E-06,5.52294,7194.47274,1.74E-06,1.73816,7194.47274,2.59E-06,2.59469,7184.460228,6.89E-06,6.892057
7194.398689,1.16E-05,11.6407,7194.380426,5.72E-06,5.72416,7194.412476,1.28E-06,1.27624,7194.412476,1.90E-06,1.9012,7184.399963,-2.85E-06,-2.849852
7194.338424,1.16E-05,11.5799,7194.320162,5.67E-06,5.66873,7194.352211,8.91E-07,0.891158,7194.352211,1.69E-06,1.6902,7184.339699,9.68E-08,0.09678203
7194.278159,9.85E-06,9.84954,7194.259897,5.87E-06,5.87146,7194.291946,8.66E-07,0.865624,7194.291946,9.96E-07,0.996231,7184.279434,7.82E-06,7.818917
7194.217895,8.99E-06,8.98917,7194.199632,5.95E-06,5.94541,7194.231681,8.15E-07,0.815355,7194.231681,8.88E-07,0.887719,7184.219169,-5.29E-08,-0.05292113
7194.15763,7.46E-06,7.46035,7194.139368,6.02E-06,6.01734,7194.171416,1.53E-06,1.52815,7194.171416,1.59E-07,0.159442,7184.158904,6.80E-06,6.799442
7194.097365,7.46E-06,7.45913,7194.079103,5.18E-06,5.18013,7194.111151,1.58E-06,1.58178,7194.111151,3.16E-07,0.316075,7184.09864,-3.04E-06,-3.044504
7194.037101,6.70E-06,6.69911,7194.018839,5.58E-06,5.58248,7194.050887,1.16E-06,1.15587,7194.050887,5.54E-07,0.554356,7184.038375,1.25E-06,1.250109
7193.976836,5.90E-06,5.90168,7193.958574,5.61E-06,5.60535,7193.990622,6.48E-07,0.64754,7193.990622,-1.54E-08,-0.015434,7183.97811,-1.11E-05,-11.14403
7193.916571,6.00E-06,6.00233,7193.89831,5.64E-06,5.64227,7193.930357,2.47E-07,0.247181,7193.930357,4.10E-07,0.409931,7183.917845,6.56E-06,6.557786
7193.856307,5.81E-06,5.81062,7193.838045,5.85E-06,5.84838,7193.870092,9.57E-08,0.0956548,7193.870092,1.15E-07,0.115163,7183.857581,-2.85E-06,-2.846976
7193.796042,5.60E-06,5.60038,7193.777781,5.58E-06,5.57848,7193.809827,7.34E-08,0.0733697,7193.809827,2.19E-07,0.219239,7183.797316,1.36E-05,13.63872
7193.735777,5.57E-06,5.57149,7193.717516,5.97E-06,5.96716,7193.749563,1.46E-07,0.146265,7193.749563,-2.20E-07,-0.21967,7183.737051,4.91E-08,0.04911894
7193.675513,5.10E-06,5.10418,7193.657252,6.02E-06,6.0243,7193.689298,3.32E-08,0.0332101,7193.689298,-3.67E-07,-0.366991,7183.676787,-1.63E-06,-1.627464
7193.615248,5.52E-06,5.51503,7193.596987,6.26E-06,6.26387,7193.629033,1.49E-08,0.0149277,7193.629033,-1.12E-07,-0.112483,7183.616522,-4.09E-06,-4.086942
7193.554983,5.37E-06,5.37256,7193.536723,6.19E-06,6.19398,7193.568768,3.27E-08,0.0326612,7193.568768,1.08E-08,0.010765,7183.556257,3.46E-07,0.3460685
7193.494718,5.49E-06,5.49374,7193.476458,6.40E-06,6.39731,7193.508503,7.69E-08,0.076933,7193.508503,1.23E-07,0.12256,7183.495992,6.59E-06,6.594634
7193.434454,4.88E-06,4.87953,7193.416194,6.41E-06,6.41132,7193.448239,-7.75E-08,-0.0775326,7193.448239,-3.03E-07,-0.30296,7183.435728,1.43E-05,14.26208
7193.374189,4.01E-06,4.00714,7193.355929,5.70E-06,5.70335,7193.387974,7.93E-08,0.0793282,7193.387974,3.37E-07,0.33701,7183.375463,-2.42E-06,-2.420133
7193.313924,4.63E-06,4.62958,7193.295664,6.07E-06,6.06627,7193.327709,1.60E-07,0.159791,7193.327709,5.54E-08,0.0553856,7183.315198,-9.88E-07,-0.9875736
7193.25366,4.95E-06,4.95454,7193.2354,6.32E-06,6.31533,7193.267444,-1.07E-07,-0.106969,7193.267444,-2.18E-07,-0.217994,7183.254934,6.01E-06,6.012323
7193.193395,4.69E-06,4.69474,7193.175135,5.96E-06,5.95691,7193.207179,2.42E-07,0.241767,7193.207179,-1.64E-07,-0.164062,7183.194669,1.06E-05,10.64682
7193.13313,4.04E-06,4.03754,7193.114871,6.43E-06,6.43448,7193.146915,2.24E-07,0.224408,7193.146915,-1.60E-07,-0.159846,7183.134404,-4.33E-06,-4.334809
7193.072866,4.54E-06,4.53686,7193.054606,6.32E-06,6.32153,7193.08665,1.13E-07,0.112525,7193.08665,4.71E-07,0.470822,7183.074139,3.63E-06,3.633399
7193.012601,4.87E-06,4.86922,7192.994342,6.15E-06,6.15487,7193.026385,-5.85E-08,-0.0584898,7193.026385,2.15E-07,0.21524,7183.013875,1.10E-05,10.98658
7192.952336,5.45E-06,5.45303,7192.934077,5.83E-06,5.82749,7192.96612,1.00E-07,0.099996,7192.96612,1.63E-07,0.163363,7182.95361,-3.87E-06,-3.868143
7192.892072,4.47E-06,4.46588,7192.873813,5.31E-06,5.30622,7192.905855,2.17E-07,0.216642,7192.905855,1.84E-08,0.0184041,7182.893345,1.07E-05,10.69315
7192.831807,4.26E-06,4.26295,7192.813548,6.37E-06,6.3656,7192.845591,1.94E-07,0.193575,7192.845591,2.87E-07,0.286722,7182.83308,-1.13E-05,-11.26657
7192.771542,5.45E-06,5.44928,7192.753284,5.70E-06,5.70371,7192.785326,1.58E-07,0.158019,7192.785326,4.52E-07,0.45178,7182.772816,4.63E-06,4.630762
7192.711277,4.76E-06,4.76207,7192.693019,6.31E-06,6.30549,7192.725061,-3.46E-08,-0.034617,7192.725061,6.05E-07,0.60477,7182.712551,-2.39E-06,-2.388647
7192.651013,5.57E-06,5.56734,7192.632755,6.36E-06,6.36372,7192.664796,1.66E-07,0.166399,7192.664796,5.94E-07,0.594462,7182.652286,3.82E-06,3.822251
7192.590748,6.25E-06,6.25429,7192.57249,6.17E-06,6.17094,7192.604531,2.56E-08,0.0256393,7192.604531,4.13E-07,0.413372,7182.592022,-1.09E-05,-10.92531
7192.530483,5.79E-06,5.78809,7192.512226,6.56E-06,6.56209,7192.544267,-6.70E-08,-0.0669664,7192.544267,1.90E-07,0.190099,7182.531757,8.92E-06,8.916343
7192.470219,6.20E-06,6.20069,7192.451961,5.96E-06,5.963,7192.484002,1.59E-07,0.159164,7192.484002,4.65E-07,0.464568,7182.471492,-1.63E-06,-1.634458
7192.409954,5.98E-06,5.97721,7192.391697,5.79E-06,5.78738,7192.423737,-7.83E-08,-0.0782756,7192.423737,4.78E-07,0.477637,7182.411227,-7.85E-06,-7.854318
7192.349689,5.60E-06,5.6021,7192.331432,6.28E-06,6.27572,7192.363472,-4.36E-08,-0.0435585,7192.363472,5.11E-07,0.511161,7182.350963,-3.62E-06,-3.624655
7192.289425,5.03E-06,5.02795,7192.271167,6.14E-06,6.13532,7192.303207,8.31E-08,0.0830903,7192.303207,3.05E-07,0.304892,7182.290698,5.60E-06,5.602454
7192.22916,5.19E-06,5.19056,7192.210903,6.12E-06,6.11931,7192.242943,6.40E-08,0.0639556,7192.242943,2.46E-07,0.245577,7182.230433,5.44E-06,5.4401
7192.168895,5.25E-06,5.25263,7192.150638,6.53E-06,6.52773,7192.182678,7.88E-08,0.078792,7192.182678,5.40E-07,0.539802,7182.170169,-9.92E-06,-9.918635
7192.108631,5.08E-06,5.07924,7192.090374,5.95E-06,5.95056,7192.122413,4.73E-08,0.0472701,7192.122413,6.93E-07,0.692675,7182.109904,2.27E-06,2.274515
7192.048366,5.09E-06,5.0909,7192.030109,6.28E-06,6.27644,7192.062148,2.81E-07,0.280855,7192.062148,1.19E-06,1.18692,7182.049639,1.05E-05,10.51569
7191.988101,5.06E-06,5.06099,7191.969845,6.06E-06,6.05722,7192.001883,1.59E-08,0.0159348,7192.001883,1.57E-06,1.57092,7181.989374,-2.93E-06,-2.928654
